sys_bd_linea_pdn.descripcion,Provincia,org_ficha_organizacion.nombre,producto,cantidad_final,Departamento,valor_inicial,valor_final,cantidad_inicial,F.Registral,Distrito,timestamp,length
AVES DE CORRAL,PAUCARTAMBO,ASOCIACION DE PRODUCTORES MULTIPLES EL CARMELO DE PAUCARTAMBO,POLLOS,0,CUSCO,600,0,20,11133260,PAUCARTAMBO,,
AVES DE CORRAL,PAUCARTAMBO,ASOCIACION DE PRODUCTORES MULTIPLES EL CARMELO DE PAUCARTAMBO,POLLOS PARRILLEROS,370,CUSCO,0,12950,0,11133260,PAUCARTAMBO,,
GASTRONOMIA,AREQUIPA,ASOCIACION DE EMPRENDIMIENTO TURISTICOS EN LA RUTA DEL LONCCO,PLATOS DIVERSOS,2500,AREQUIPA,16.4,16.5,696,11134849,CHARACATO,,
PORCINOS,PARURO,ASOCIACION SUMAQ T'IKA DE INCAKONA,VENTA DE LECHON CRIOLLO,32,CUSCO,1500,6400,15,11139551,CCAPI,,
TRUCHAS,PARURO,ASOCIACION LOS HUAYTAS DE HUAYTACCOCHA DE CAJAPUCARA,TRUCHA,200,CUSCO,250,2000,50,11139553,CCAPI,,
ALPACAS,QUISPICANCHI,ASOCIACION DE ALPAQUEROS CCAPAC HUILLCA,SOMBREROS,80,CUSCO,0,2400,0,11139565,HUARO,,
ALPACAS,QUISPICANCHI,ASOCIACION DE ALPAQUEROS CCAPAC HUILLCA,ALPACAS DE SACA,55,CUSCO,10000,19250,50,11139565,HUARO,,
TRUCHAS,QUISPICANCHI,ASOCIACION DE PRODUCTORES AGROPECUARIOS PUMACCOCHA A.P.A. PUMACCOCHA,TRUCHA AL HORNO,300,CUSCO,0,4500,0,11139616,HUARO,,
TRUCHAS,QUISPICANCHI,ASOCIACION DE PRODUCTORES AGROPECUARIOS PUMACCOCHA A.P.A. PUMACCOCHA,TRUCHA FRITA,150,CUSCO,0,1500,0,11139616,HUARO,,
ARTESANIA CERAMICA,PAUCARTAMBO,ASOCIACION DE JOVENES PRODUCTORES MULTIPLES KALLACANCHA,MASCARA,10,CUSCO,150,400,5,11139920,PAUCARTAMBO,,
GASTRONOMIA,CUSCO,ASOCIACION DE PRODUCTORES DE HONGOS RICCHÂ´ARIY DE CCORCCA AYLLU,TORREJAS DE HONGO,115,CUSCO,0,575,0,11140341,CCORCA,,
GASTRONOMIA,CUSCO,ASOCIACION DE PRODUCTORES DE HONGOS RICCHÂ´ARIY DE CCORCCA AYLLU,HONGO SALTEADO,25,CUSCO,0,125,0,11140341,CCORCA,,
GASTRONOMIA,CUSCO,ASOCIACION DE PRODUCTORES DE HONGOS RICCHÂ´ARIY DE CCORCCA AYLLU,HONGO FRESCO,150,CUSCO,0,3000,0,11140341,CCORCA,,
MIEL DE ABEJA,PAUCARTAMBO,ASOCIACION DE PRODUCTORES AGROPECUARIOS APU HUASCAR,MIEL DE ABEJA,3100,CUSCO,100,37200,20,11145270,CHALLABAMBA,,
GASTRONOMIA,PAUCARTAMBO,ASOCIACION DE JOVENES EMPRENDEDORES DE PAUCARTAMBO,MENU,100,CUSCO,200,500,50,11145327,PAUCARTAMBO,,
GASTRONOMIA,PAUCARTAMBO,ASOCIACION DE JOVENES EMPRENDEDORES DE PAUCARTAMBO,CAUCAU DE POLLO,100,CUSCO,0,350,0,11145327,PAUCARTAMBO,,
GASTRONOMIA,PAUCARTAMBO,ASOCIACION DE JOVENES EMPRENDEDORES DE PAUCARTAMBO,PATITA CON MANI,120,CUSCO,0,360,0,11145327,PAUCARTAMBO,,
VERDURAS,PAUCARTAMBO,ASOCIACION DE PRODUCTORES AGROPECUARIOS MUNAY SONCCO TIKARIK CHALLABAMBA,CEBOLLA (ACTUAL EN PROCESO DE PRODUCCION),0,CUSCO,250,0,250,11145445,CHALLABAMBA,,
VERDURAS,PAUCARTAMBO,ASOCIACION DE PRODUCTORES AGROPECUARIOS MUNAY SONCCO TIKARIK CHALLABAMBA,ZANAHORIA (ACTUAL EN PROCESO DE PRODUCCION),0,CUSCO,200,0,200,11145445,CHALLABAMBA,,
VERDURAS,PAUCARTAMBO,ASOCIACION DE PRODUCTORES AGROPECUARIOS MUNAY SONCCO TIKARIK CHALLABAMBA,LECHUGA EN PROCESO DE PRODUCCION,0,CUSCO,0,0,0,11145445,CHALLABAMBA,,
VERDURAS,PAUCARTAMBO,ASOCIACION DE PRODUCTORES AGROPECUARIOS MUNAY SONCCO TIKARIK CHALLABAMBA,REPOLLO EN PROCESO DE PRODUCCION,0,CUSCO,0,0,0,11145445,CHALLABAMBA,,
TRUCHAS,CAYLLOMA,ASOCIACION HATUN TRUCHA DE PILLONE,TRUCHA,500,AREQUIPA,1500,3000,300,11151246,SAN ANTONIO DE CHUCA,,
TRUCHAS,CAYLLOMA,ASOCIACION HATUN TRUCHA DE PILLONE,TRUCHA,0,AREQUIPA,0,0,0,11151246,SAN ANTONIO DE CHUCA,,
TRUCHAS,CAYLLOMA,ASOCIACION DE CRIADORES DE FISH-ALPACA DEL ANEXO DE VINCOCAYA VINCOFISH,TRUCHAS,4500,AREQUIPA,10800,45000,1200,11172441,SAN ANTONIO DE CHUCA,,
GASTRONOMIA,AREQUIPA,ASOCIACION DE SERVICIOS TURÃSTICOS SAN JOSE DE QUEQUEÑA,PLATOS TIPICOS,880,AREQUIPA,12,12,320,11182779,QUEQUEÑA,,
AVES DE CORRAL,AREQUIPA,ASOCIACION DE VIVIENDA SAN PEDRO DE CHARACTO,"","",AREQUIPA,"","","",11191575,CHARACATO,,
OREGANO,CAYLLOMA,ASOCIACION DE AGRICULTORES PRODUCTORES AGROPECUARIOS HUAMBO,OREGANO SECO,1.5,AREQUIPA,6000,9750,1,11206958,HUAMBO,,
PANES Y OTROS,AREQUIPA,ASOCIACION DE MUJERES EMPRENDEDORAS PARA EL DESARROLLO DE QUEQUEÑA - AMEPEDEQ,TORTAS,8,AREQUIPA,25,200,1,11218705,QUEQUEÑA,,
ARTESANIA CERAMICA,AREQUIPA,ASOCIACION DE MUJERES EMPRENDEDORAS PARA EL DESARROLLO DE QUEQUEÑA - AMEPEDEQ,ARTESANIA,300,AREQUIPA,150,1000,100,11218705,QUEQUEÑA,,
VERDURAS,AREQUIPA,ASOCIACION DE PRODUCTORES ORGANICOS SABANDIA - PRODORSA,HORTALIZAS,7400,AREQUIPA,0.6,0.9,4400,11218780,SABANDIA,,
OVEJAS,CAYLLOMA,ASOCIACION DE CRIADORES DE OVINOS PINCHOLLO ACOPI,OVINOS,25,AREQUIPA,1500,3000,15,11218836,CABANACONDE,,
OVEJAS,CAYLLOMA,ASOCIACION DE CRIADORES DE GANADO OVINO REY DAVID DE CABANACONDE,OVINOS,300,AREQUIPA,15000,45000,100,11218859,CABANACONDE,,
OVEJAS,CAYLLOMA,ASOCIACION DE CRIADORES DE GANADO OVINO REY DAVID DE CABANACONDE,OVINOS MEJORADOS,50,AREQUIPA,0,17500,0,11218859,CABANACONDE,,
OREGANO,CAYLLOMA,ASOCIACION  AGROGANADEROS DE CABANACONDE,"","",AREQUIPA,"","","",11218920,CABANACONDE,,
FRUTAS,CAYLLOMA,ASOCIACION DE PRODUCTORES ECOLOGICOS DE PINCHOLLO (ASPEP),SANCAYO,9,AREQUIPA,15000,42000,5,11218925,CABANACONDE,,
VERDURAS,AREQUIPA,ASOCIACION DE PRODUCTORES AGROPECUARIOS EL ESTANQUILLO DE CHARACATO,ALMACIGO DE COLIFLOR,450,AREQUIPA,0.2,0.5,100,11221065,CHARACATO,,
VERDURAS,AREQUIPA,ASOCIACION DE PRODUCTORES AGROPECUARIOS EL ESTANQUILLO DE CHARACATO,ALMACIGO DE VETERRAGA,450,AREQUIPA,0.2,0.5,50,11221065,CHARACATO,,
VERDURAS,AREQUIPA,ASOCIACION DE PRODUCTORES AGROPECUARIOS EL ESTANQUILLO DE CHARACATO,ALMACIGO DE LECHUGA,450,AREQUIPA,0.2,0.5,50,11221065,CHARACATO,,
VERDURAS,AREQUIPA,ASOCIACION DE PRODUCTORES AGROPECUARIOS EL ESTANQUILLO DE CHARACATO,PLANTINES DE TOMATE,500,AREQUIPA,0.5,0.5,10,11221065,CHARACATO,,
PLANTAS AROMATICAS Y MEDICINALES,AREQUIPA,ASOCIACION DE PRODUCTORES ECOLOGICOS TUCTUMPAYA,"","",AREQUIPA,"","","",11222153,POCSI,,
PORCINOS,AREQUIPA,ASOCIACION DE MUJERES CRIADORES DE PORCINOS Y OTROS DE QUEQUEÑA,CARNE DE PORCINO,2100,AREQUIPA,10800,23100,1350,11227686,QUEQUEÑA,,
PORCINOS,AREQUIPA,ASOCIACION DE CRIADORES DE PORCINOS Y AFINES DE QUEQUEÑA,CARNE DE PORCINOS,3600,AREQUIPA,800,28800,100,11227701,QUEQUEÑA,,
OREGANO,CAYLLOMA,ASOCIACION DE PRODUCTORES DE OREGANO Y PLANTAS AROMATICAS DEL CHININI,OREGANO,3.9,AREQUIPA,4200,19500,1.2,11227794,HUAMBO,,
ARTESANIA CERAMICA,AREQUIPA,ASOCIACION DE ARTESANAS LAS TROMES DE QUEQUEÑA,POLOS,50,AREQUIPA,0,1000,0,11228191,QUEQUEÑA,,
ARTESANIA CERAMICA,AREQUIPA,ASOCIACION DE ARTESANAS LAS TROMES DE QUEQUEÑA,CAMISAS,25,AREQUIPA,0,500,0,11228191,QUEQUEÑA,,
ARTESANIA CERAMICA,AREQUIPA,ASOCIACION DE ARTESANAS LAS TROMES DE QUEQUEÑA,CORONAS,40,AREQUIPA,75,800,5,11228191,QUEQUEÑA,,
ARTESANIA CERAMICA,AREQUIPA,ASOCIACION DE ARTESANAS LAS TROMES DE QUEQUEÑA,CHOCOTEJAS,200,AREQUIPA,50,200,50,11228191,QUEQUEÑA,,
MIEL DE ABEJA,CAYLLOMA,ASOCIACION DE APICULTORES LOS GIRASOLES DE HUANCA,MIEL DE ABEJA,300,AREQUIPA,0,6000,0,11228391,HUANCA,,
PORCINOS,AREQUIPA,ASOCIACION DE PRODUCTORES AGROPECUARIOS BELLAVISTA QUEQUEÑA,CARNE DE CERDO,2100,AREQUIPA,7,12,80,11228564,QUEQUEÑA,,
PANES Y OTROS,AREQUIPA,ASOCIACION DE BAGUETERIA LAS DELICIAS DE QUEQUEÑA,PAN DE MOLDE,40,AREQUIPA,0,400,0,11228746,QUEQUEÑA,,
PANES Y OTROS,AREQUIPA,ASOCIACION DE BAGUETERIA LAS DELICIAS DE QUEQUEÑA,PASTELES,20,AREQUIPA,0,300,0,11228746,QUEQUEÑA,,
PANES Y OTROS,AREQUIPA,ASOCIACION DE BAGUETERIA LAS DELICIAS DE QUEQUEÑA,PAN COMUN,1000,AREQUIPA,0,200,0,11228746,QUEQUEÑA,,
TURISMO,CAYLLOMA,ASOCIACION DE TURISMO VIVENCIAL (QAHUANA LLACTA),"","",AREQUIPA,"","","",11229131,CABANACONDE,,
MIEL DE ABEJA,CAYLLOMA,ASOCIACION CONSERVACIONISTA JOSE LUIS LLERENA DE  LLUTA,"","",AREQUIPA,"","","",11231296,LLUTA,,
ARTE Y CULTURA,CAYLLOMA,ASOCIACION CONSERVACIONISTA JOSE LUIS LLERENA DE  LLUTA,PRESENTACION DE BANDA,6,AREQUIPA,0,4200,0,11231296,LLUTA,,
MIEL DE ABEJA,CAYLLOMA,ASOCIACION AGROGANADERA SAN MIGUEL ARCANGEL DE SANTA CECILIA,MIEL DE ABEJA,300,AREQUIPA,0,5400,0,11231321,LLUTA,,
ROPA,AREQUIPA,ASOCIACION DE JOVENES DE ARTE Y CULTURA SHARA LLACTA,"","",AREQUIPA,"","","",11233552,CHARACATO,,
ARTE Y CULTURA,AREQUIPA,ASOCIACION DE JOVENES DE ARTE Y CULTURA SHARA LLACTA,PREMIACION CONCURSO SOCABAYA,1,AREQUIPA,0,800,0,11233552,CHARACATO,,
ARTE Y CULTURA,AREQUIPA,ASOCIACION DE JOVENES DE ARTE Y CULTURA SHARA LLACTA,PREMIACION CONCURSO DE DANZAS DE CHARACATO,1,AREQUIPA,0,800,0,11233552,CHARACATO,,
ARTE Y CULTURA,AREQUIPA,ASOCIACION DE JOVENES DE ARTE Y CULTURA SHARA LLACTA,PREMIACION CONCURSO MAYTA LIVISI CAMPO MARTE,1,AREQUIPA,0,500,0,11233552,CHARACATO,,
ARTE Y CULTURA,AREQUIPA,ASOCIACION DE JOVENES DE ARTE Y CULTURA SHARA LLACTA,CONTRATOS PARA EVENTOS,6,AREQUIPA,250,350,1,11233552,CHARACATO,,
PANES Y OTROS,AREQUIPA,ASOCIACION PRODUCTORES DE JOVENES EMPRENDEDORES LAS DELICIAS,CHOCOTEJAS,450,AREQUIPA,1,1,20,11234200,CHARACATO,,
PANES Y OTROS,AREQUIPA,ASOCIACION PRODUCTORES DE JOVENES EMPRENDEDORES LAS DELICIAS,PRINCESAS,500,AREQUIPA,0.5,0.5,10,11234200,CHARACATO,,
PANES Y OTROS,AREQUIPA,ASOCIACION PRODUCTORES DE JOVENES EMPRENDEDORES LAS DELICIAS,TORTAS,40,AREQUIPA,15,20,5,11234200,CHARACATO,,
AVES DE CORRAL,AREQUIPA,ASOCIACION DE PRODUCTORES LOS JOVENES  DE CHARACATO - ASUGAR,"","",AREQUIPA,"","","",11235057,CHARACATO,,
ALBAÑILERIA,AREQUIPA,ASOCIACION DE PRODUCTORES DE SERVICIOS MULTIPLES JOVENES A LA OBRA,SERVICIO DE ALBAÑILERIA,3,AREQUIPA,0,1500,0,11235217,CHARACATO,,
ALBAÑILERIA,AREQUIPA,ASOCIACION DE PRODUCTORES DE SERVICIOS MULTIPLES JOVENES A LA OBRA,SERVICIO DE SOLDADURA,3,AREQUIPA,0,750,0,11235217,CHARACATO,,
PORCINOS,CAYLLOMA,ASOCIACION DE JOVENES EMPRENDEDORES CRIADORES DE PORCINOS DE ACHOMA,FILETES - CARCASA,300,AREQUIPA,9,11,100,11237820,ACHOMA,,
PORCINOS,CAYLLOMA,ASOCIACION DE JOVENES EMPRENDEDORES CRIADORES DE PORCINOS DE ACHOMA,CHICHARRON,360,AREQUIPA,0,8,0,11237820,ACHOMA,,
PORCINOS,CAYLLOMA,ASOCIACION DE JOVENES EMPRENDEDORES CRIADORES DE PORCINOS DE ACHOMA,FILETE PARRILLADA,300,AREQUIPA,0,7.5,0,11237820,ACHOMA,,
PORCINOS,CAYLLOMA,ASOCIACION DE JOVENES EMPRENDEDORES CRIADORES DE PORCINOS DE ACHOMA,FILETES - CARCASA,300,AREQUIPA,9,11,100,11237820,ACHOMA,,
PORCINOS,CAYLLOMA,ASOCIACION DE JOVENES EMPRENDEDORES CRIADORES DE PORCINOS DE ACHOMA,MARRANOS,30,AREQUIPA,90,110,10,11237820,ACHOMA,,
PORCINOS,CAYLLOMA,ASOCIACION DE JOVENES EMPRENDEDORES CRIADORES DE PORCINOS DE ACHOMA,CHICHARRON,360,AREQUIPA,0,8,0,11237820,ACHOMA,,
PORCINOS,CAYLLOMA,ASOCIACION DE JOVENES EMPRENDEDORES CRIADORES DE PORCINOS DE ACHOMA,FILETE PARRILLADA,300,AREQUIPA,0,7.5,0,11237820,ACHOMA,,
OVEJAS,CAYLLOMA,ASOCIACION  DE JOVENES HACIA EL CAMINO DE LA PRODUCCION,OVINO HEMBRAS MACHOS HAMSHIRE,18,AREQUIPA,960,4536,8,11238887,HUANCA,,
COCHINILLA,CAYLLOMA,ASOCIACION COMEDOR POPULAR  VIRGEN  DE CHAPI  DEL CENTRO POBLADO DE TAYA,"","",AREQUIPA,"","","",11241760,LLUTA,,
ROPA,AREQUIPA,ASOCIACION MUJERES EMPRENDEDORAS DE SAN ANTONIO,PONCHOS,15,AREQUIPA,20,25,1,11249319,YARABAMBA,,
ROPA,AREQUIPA,ASOCIACION MUJERES EMPRENDEDORAS DE SAN ANTONIO,BUZOS,60,AREQUIPA,15,20,1,11249319,YARABAMBA,,
ROPA,AREQUIPA,ASOCIACION MUJERES EMPRENDEDORAS DE SAN ANTONIO,POLOS,60,AREQUIPA,0,20,0,11249319,YARABAMBA,,
ROPA,AREQUIPA,ASOCIACION MUJERES EMPRENDEDORAS DE SAN ANTONIO,PANTALONETAS,10,AREQUIPA,0,15,0,11249319,YARABAMBA,,
ROPA,AREQUIPA,ASOCIACION MUJERES EMPRENDEDORAS DE SAN ANTONIO,POLOS NIÑO,10,AREQUIPA,0,10,0,11249319,YARABAMBA,,
ROPA,AREQUIPA,ASOCIACION LAS EMPRENDEDORAS DE LINARES MOSCOSO,PONCHOS,10,AREQUIPA,0,25,0,11249670,YARABAMBA,,
ROPA,AREQUIPA,ASOCIACION LAS EMPRENDEDORAS DE LINARES MOSCOSO,BUZOS,60,AREQUIPA,0,25,0,11249670,YARABAMBA,,
ROPA,AREQUIPA,ASOCIACION LAS EMPRENDEDORAS DE LINARES MOSCOSO,POLOS,60,AREQUIPA,0,20,0,11249670,YARABAMBA,,
ROPA,AREQUIPA,ASOCIACION LAS EMPRENDEDORAS DE LINARES MOSCOSO,POLOS DE NIÑO,20,AREQUIPA,0,10,0,11249670,YARABAMBA,,
ROPA,AREQUIPA,ASOCIACION LAS TRIUNFADORAS DE SAN ISIDRO,BUZOS,50,AREQUIPA,15,20,2,11249726,YARABAMBA,,
ROPA,AREQUIPA,ASOCIACION LAS TRIUNFADORAS DE SAN ISIDRO,POLOS,30,AREQUIPA,0,20,0,11249726,YARABAMBA,,
ROPA,AREQUIPA,ASOCIACION LAS TRIUNFADORAS DE SAN ISIDRO,POLERAS,30,AREQUIPA,0,40,0,11249726,YARABAMBA,,
ROPA,AREQUIPA,ASOCIACION LAS TRIUNFADORAS DE SAN ISIDRO,POLOS NIÑOS,30,AREQUIPA,0,10,0,11249726,YARABAMBA,,
ROPA,AREQUIPA,ASOCIACION LAS TRIUNFADORAS DE SAN ISIDRO,ROPAS INTERIORES,20,AREQUIPA,0,15,0,11249726,YARABAMBA,,
ROPA,AREQUIPA,ASOCIACION LAS TRIUNFADORAS DE SAN ISIDRO,PONCHOS,20,AREQUIPA,15,20,5,11249726,YARABAMBA,,
GASTRONOMIA,CAYLLOMA,ASOCIACION CLUB DE MADRES DE SANTA ROSA DE LIMA DE MADRIGAL,"","",AREQUIPA,"","","",11260820,MADRIGAL,,
PANES Y OTROS,CAYLLOMA,ASOCIACION  MUJERES CAMPESINAS Y EMPRENDEDORAS MADRIGAL,"","",AREQUIPA,"","","",11261020,MADRIGAL,,
TURISMO,CAYLLOMA,ASOCIACION DE TURISMO Y DESARROLLO SOCIAL DEL DISTRITO DE LLUTA,"","",AREQUIPA,"","","",11263284,LLUTA,,
TRUCHAS,CAYLLOMA,ASOCIACION DE TURISMO Y DESARROLLO SOCIAL DEL DISTRITO DE LLUTA,"","",AREQUIPA,"","","",11263284,LLUTA,,
PANES Y OTROS,CAYLLOMA,ASOCIACION COMEDOR INMACULADA CONCEPCION DE LLUTA,PAN DE LLUTA,1200,AREQUIPA,560,420,700,11263377,LLUTA,,
PANES Y OTROS,CAYLLOMA,ASOCIACION COMEDOR INMACULADA CONCEPCION DE LLUTA,EMPANADAS,900,AREQUIPA,600,1080,600,11263377,LLUTA,,
PANES Y OTROS,CAYLLOMA,ASOCIACION COMEDOR INMACULADA CONCEPCION DE LLUTA,MESTISO (PAN DE TRIGO),600,AREQUIPA,240,600,300,11263377,LLUTA,,
PANES Y OTROS,CAYLLOMA,ASOCIACION COMEDOR INMACULADA CONCEPCION DE LLUTA,TORTAS,3,AREQUIPA,0,60,0,11263377,LLUTA,,
SERVICIOS,AREQUIPA,ASOCIACION MANOS CREATIVAS DE CHARACATO,"","",AREQUIPA,"","","",11269652,CHARACATO,,
SERVICIOS,AREQUIPA,CREANDO BELLEZA DE CHARACATO,"","",AREQUIPA,"","","",11269700,CHARACATO,,
SERVICIOS,AREQUIPA,ASOCIACION LAS DIVAS DE LA BELLEZA DE CHARACATO,"","",AREQUIPA,"","","",11269712,CHARACATO,,
ROPA,AREQUIPA,ASOCIACION LAS EMPRENDEDORAS DE SAN COSME,"","",AREQUIPA,"","","",11269716,CHARACATO,,
AVES DE CORRAL,AREQUIPA,ASOCIACION DE ANIMALES MENORES AVICOLA VIRGEN DE CHAPI,"","",AREQUIPA,"","","",112699570,QUEQUEÑA,,
PASTOS Y FORRAJES,CAYLLOMA,ASOCIACION JOVENES PRODUCIENDO,HENO DE PAJA DE CEBADA,200,AREQUIPA,0,3000,0,11937994,HUANCA,,
PASTOS Y FORRAJES,CAYLLOMA,ASOCIACION JOVENES PRODUCIENDO,HENO DE ALFALFA,500,AREQUIPA,0,9000,0,11937994,HUANCA,,
PASTOS Y FORRAJES,CAYLLOMA,ASOCIACION JOVENES PRODUCIENDO,HARINA DE CEBADA,4000,AREQUIPA,0,4800,0,11937994,HUANCA,,
PASTOS Y FORRAJES,CAYLLOMA,ASOCIACION JOVENES PRODUCIENDO,HARINA DE MAIZ,1000,AREQUIPA,0,3000,0,11937994,HUANCA,,
ALPACAS,CONDESUYOS,ASOCIACION DE ALPAQUEROS DE VENO PUKIO,FIBRA DE ALPACA,2600,AREQUIPA,2540,2600,2540,12012708,ANDARAY,,
MIEL DE ABEJA,CONDESUYOS,ASOCIACION DE APICULTORES KUSAC MIKUNA,MIEL,850,AREQUIPA,18000,12750,1200,12019038,YANAQUIHUA,,
FRUTAS,CONDESUYOS,ASOCIACION COMISION DE REGANTES PAMPA LA BARRERA DE YANAQUIHUA,VID,5000,AREQUIPA,40000,50000,4000,12019041,YANAQUIHUA,,
UVAS Y VINOS,CONDESUYOS,ASOCIACION COMISION DE REGANTES PAMPA LA BARRERA DE YANAQUIHUA,VINO,13500,AREQUIPA,36000,135000,4500,12019041,YANAQUIHUA,,
FRUTAS,CONDESUYOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS PRIMAVERA DE YANAQUIHUA,PLANTONES,3500,AREQUIPA,0,42000,0,12019043,YANAQUIHUA,,
UVAS Y VINOS,CONDESUYOS,ASOCIACION AGROINDUSTRIALES DE VINOS Y PISCO DEL VALLE DE CHORUNGA,VINO,18400,AREQUIPA,128800,220800,18400,12020517,YANAQUIHUA,,
MIEL DE ABEJA,LA UNION,ASOCIACION DE PRODUCTORES MULTIPLES DE TAURIA,MIEL,650,AREQUIPA,6000,11700,400,12020611,TAURIA,,
OVEJAS,LA UNION,ASOCIACION DE PRODUCTORES AGROMULTIPLES SURUPAMPA - SAYLA,OVINOS,130,AREQUIPA,6912,23400,72,12020612,SAYLA,,
FRUTAS,LA UNION,ASOCIACION DE PRODUCTORES MULTIPLES LOS HIJOS DE SAYNA,PLANTONES,3500,AREQUIPA,0,42000,0,12020631,SAYLA,,
COCHINILLA,LA UNION,ASOCIACION DE PRODUCTORES VIRGEN DE COPACABANA DE TAURIA,COCHINILLA,600,AREQUIPA,3500,21000,100,12020636,TAURIA,,
VERDURAS,LA UNION,ASOCIACION DE PRODUCTORES MULTIPLES SAYLA WARMI,HORTALIZAS,6000,AREQUIPA,3600,15000,1800,12020652,SAYLA,,
FRUTAS,CONDESUYOS,ASOCIACION  DE PADRES DE FAMILIA  DEL COLEGIO JOSE SIMEON TEJEDA  DEL DISTRITO DE ANDARAY,AGUAYMANTO - FRUTA,16665,AREQUIPA,0,133320,0,12020680,ANDARAY,,
VERDURAS,CONDESUYOS,ASOCIACION CONSERVACIONISTA LOS PIONEROS DE OCHURO,PLANTONES DE PINOS PARA HONGOS,1500,AREQUIPA,0,1500,0,12020681,ANDARAY,,
PLANTAS AROMATICAS Y MEDICINALES,CONDESUYOS,ASOCIACION DE GESTION DE LA COMUNIDAD CAMPESINA DE CHARCO,MALQUERA DE HORTALIZAS,4200,AREQUIPA,0,21000,0,12020682,YANAQUIHUA,,
PANES Y OTROS,CONDESUYOS,ASOCIACION DE PRODUCTORES MULTIPLES VIRGEN DE CHAPI 4 DE AGOSTO,PAN DE MAIZ,73000,AREQUIPA,0,7300,0,12020797,YANAQUIHUA,,
PANES Y OTROS,CONDESUYOS,ASOCIACION DE PRODUCTORES MULTIPLES VIRGEN DE CHAPI 4 DE AGOSTO,PAN DE QUINUA,73000,AREQUIPA,0,14600,0,12020797,YANAQUIHUA,,
PANES Y OTROS,CONDESUYOS,ASOCIACION DE PRODUCTORES MULTIPLES VIRGEN DE CHAPI 4 DE AGOSTO,PAN TRADICIONAL - ANUAL,42360,AREQUIPA,3300,12708,11000,12020797,YANAQUIHUA,,
FRUTAS,CONDESUYOS,ASOCIACION AGROINDUSTRIAL MULTIFRUTAS DEL VALLE DE CHORUNGA,MACERADOS,140,AREQUIPA,0,18,0,12021129,YANAQUIHUA,,
FRUTAS,CONDESUYOS,ASOCIACION AGROINDUSTRIAL MULTIFRUTAS DEL VALLE DE CHORUNGA,NECTARES,150,AREQUIPA,0,4.5,0,12021129,YANAQUIHUA,,
FRUTAS,CONDESUYOS,ASOCIACION AGROINDUSTRIAL MULTIFRUTAS DEL VALLE DE CHORUNGA,MERMELADAS,70,AREQUIPA,0,5,0,12021129,YANAQUIHUA,,
FRUTAS,CONDESUYOS,ASOCIACION AGROINDUSTRIAL MULTIFRUTAS DEL VALLE DE CHORUNGA,DESHIDRATADOS,14,AREQUIPA,0,8,0,12021129,YANAQUIHUA,,
FRUTAS,CONDESUYOS,ASOCIACION AGROINDUSTRIAL MULTIFRUTAS DEL VALLE DE CHORUNGA,VINO,5000,AREQUIPA,50000,60000,5000,12021129,YANAQUIHUA,,
LADRILLOS,CONDESUYOS,ASOCIACION DE PRODUCTORES DE LADRILLOS ECOLOGICOS HUAYCHA- OCHURO,LADRILLOS KING KONG,60,AREQUIPA,0,24000,0,12021130,ANDARAY,,
GASTRONOMIA,CONDESUYOS,ASOCIACION GASTRONOMICA LA CASA DE COPAN,MENU (MENSUAL),780,AREQUIPA,3900,4680,780,12021192,ANDARAY,,
GASTRONOMIA,CONDESUYOS,ASOCIACION GASTRONOMICA LA CASA DE COPAN,EXTRAS(MENSUAL),480,AREQUIPA,0,4800,0,12021192,ANDARAY,,
GASTRONOMIA,CONDESUYOS,ASOCIACION GASTRONOMICA LA CASA DE COPAN,BEBIDAS (MENSUAL),200,AREQUIPA,0,3,0,12021192,ANDARAY,,
FRUTAS,CONDESUYOS,ASOCIACION PRIMAVERA YANAQUIHUA,PLANTONES DE PALTO INJERTADOS,5000,AREQUIPA,0,75000,0,12021231,ANDARAY,,
MIEL DE ABEJA,CONDESUYOS,ASOCIACION DE APICULTORES DE VALLECITO,MIEL (CAMPAÑA),2700,AREQUIPA,21600,59400,1800,12021233,YANAQUIHUA,,
MIEL DE ABEJA,CONDESUYOS,ASOCIACION DE APICULTORES LA COLMENA DE ALTO PERU,MIEL,2000,AREQUIPA,300,3719.5,200,12021238,ANDARAY,,
ARTESANIA CERAMICA,CONDESUYOS,ASOCIACION DE ALFARERIA POMAHUILCA,"","",AREQUIPA,"","","",12021239,ANDARAY,,
ALPACAS,CONDESUYOS,ASOCIACION DE ALFARERIA POMAHUILCA,ALPACAS,600,AREQUIPA,40000,72000,400,12021239,ANDARAY,,
PORCINOS,CONDESUYOS,ASOCIACION DE CRIADORES DE PORCINOS INMACULADA CONCEPCION DEL ALTO PERU,CARNE,3600,AREQUIPA,2160,36000,1800,12021243,ANDARAY,,
TURISMO,CONDESUYOS,ASOCIACION DE TURISMO MAUCALLACTA,PAQUETES TURISTICOS,490,AREQUIPA,0,88200,0,12021245,ANDARAY,,
TRUCHAS,CONDESUYOS,ASOCIACION EL KILITO,TRUCHA,3500,AREQUIPA,8400,42000,700,12021247,ANDARAY,,
MIEL DE ABEJA,CONDESUYOS,ASOCIACION APICULTORA CASA DULCE,MIEL,2700,AREQUIPA,2400,4050,2000,12021289,ANDARAY,,
